Region,Antal,Month,Year,Crime
0,74,1,2023,0
0,74,1,2023,0
0,86,2,2023,0
0,86,2,2023,0
0,101,3,2023,0
0,101,3,2023,0
0,83,4,2023,0
0,83,4,2023,0
0,110,5,2023,0
0,110,5,2023,0
0,95,6,2023,0
0,95,6,2023,0
0,57,7,2023,0
0,57,7,2023,0
0,61,8,2023,0
0,61,8,2023,0
0,113,9,2023,0
0,113,9,2023,0
0,104,10,2023,0
0,104,10,2023,0
0,110,11,2023,0
0,110,11,2023,0
0,97,12,2023,0
0,97,12,2023,0
0,194,1,2023,1
0,194,1,2023,1
0,194,1,2023,1
0,194,1,2023,1
0,194,1,2023,1
0,194,1,2023,1
0,194,1,2023,1
0,198,2,2023,1
0,198,2,2023,1
0,198,2,2023,1
0,198,2,2023,1
0,198,2,2023,1
0,198,2,2023,1
0,198,2,2023,1
0,223,3,2023,1
0,223,3,2023,1
0,223,3,2023,1
0,223,3,2023,1
0,223,3,2023,1
0,223,3,2023,1
0,223,3,2023,1
0,224,4,2023,1
0,224,4,2023,1
0,224,4,2023,1
0,224,4,2023,1
0,224,4,2023,1
0,224,4,2023,1
0,224,4,2023,1
0,268,5,2023,1
0,268,5,2023,1
0,268,5,2023,1
0,268,5,2023,1
0,268,5,2023,1
0,268,5,2023,1
0,268,5,2023,1
0,238,6,2023,1
0,238,6,2023,1
0,238,6,2023,1
0,238,6,2023,1
0,238,6,2023,1
0,238,6,2023,1
0,238,6,2023,1
0,173,7,2023,1
0,173,7,2023,1
0,173,7,2023,1
0,173,7,2023,1
0,173,7,2023,1
0,173,7,2023,1
0,173,7,2023,1
0,202,8,2023,1
0,202,8,2023,1
0,202,8,2023,1
0,202,8,2023,1
0,202,8,2023,1
0,202,8,2023,1
0,202,8,2023,1
0,252,9,2023,1
0,252,9,2023,1
0,252,9,2023,1
0,252,9,2023,1
0,252,9,2023,1
0,252,9,2023,1
0,252,9,2023,1
0,268,10,2023,1
0,268,10,2023,1
0,268,10,2023,1
0,268,10,2023,1
0,268,10,2023,1
0,268,10,2023,1
0,268,10,2023,1
0,259,11,2023,1
0,259,11,2023,1
0,259,11,2023,1
0,259,11,2023,1
0,259,11,2023,1
0,259,11,2023,1
0,259,11,2023,1
0,244,12,2023,1
0,244,12,2023,1
0,244,12,2023,1
0,244,12,2023,1
0,244,12,2023,1
0,244,12,2023,1
0,244,12,2023,1
0,95,1,2023,2
0,101,2,2023,2
0,105,3,2023,2
0,124,4,2023,2
0,132,5,2023,2
0,123,6,2023,2
0,106,7,2023,2
0,126,8,2023,2
0,124,9,2023,2
0,139,10,2023,2
0,138,11,2023,2
0,133,12,2023,2
0,3,1,2023,3
0,3,2,2023,3
0,5,3,2023,3
0,5,4,2023,3
0,2,5,2023,3
0,7,6,2023,3
0,6,7,2023,3
0,8,8,2023,3
0,2,9,2023,3
0,11,10,2023,3
0,5,11,2023,3
0,8,12,2023,3
0,21,1,2023,4
0,8,2,2023,4
0,11,3,2023,4
0,11,4,2023,4
0,22,5,2023,4
0,11,6,2023,4
0,4,7,2023,4
0,5,8,2023,4
0,11,9,2023,4
0,14,10,2023,4
0,4,11,2023,4
0,6,12,2023,4
0,1,1,2023,5
0,0,2,2023,5
0,1,3,2023,5
0,1,4,2023,5
0,2,5,2023,5
0,2,6,2023,5
0,0,7,2023,5
0,2,8,2023,5
0,2,9,2023,5
0,0,10,2023,5
0,2,11,2023,5
0,0,12,2023,5
0,67,1,2023,6
0,80,2,2023,6
0,93,3,2023,6
0,78,4,2023,6
0,108,5,2023,6
0,87,6,2023,6
0,54,7,2023,6
0,56,8,2023,6
0,110,9,2023,6
0,100,10,2023,6
0,106,11,2023,6
0,92,12,2023,6
1,7,1,2023,0
1,7,1,2023,0
1,11,2,2023,0
1,11,2,2023,0
1,5,3,2023,0
1,5,3,2023,0
1,9,4,2023,0
1,9,4,2023,0
1,10,5,2023,0
1,10,5,2023,0
1,11,6,2023,0
1,11,6,2023,0
1,9,7,2023,0
1,9,7,2023,0
1,11,8,2023,0
1,11,8,2023,0
1,13,9,2023,0
1,13,9,2023,0
1,16,10,2023,0
1,16,10,2023,0
1,15,11,2023,0
1,15,11,2023,0
1,16,12,2023,0
1,16,12,2023,0
1,34,1,2023,1
1,34,1,2023,1
1,34,1,2023,1
1,34,1,2023,1
1,34,1,2023,1
1,34,1,2023,1
1,34,1,2023,1
1,47,2,2023,1
1,47,2,2023,1
1,47,2,2023,1
1,47,2,2023,1
1,47,2,2023,1
1,47,2,2023,1
1,47,2,2023,1
1,21,3,2023,1
1,21,3,2023,1
1,21,3,2023,1
1,21,3,2023,1
1,21,3,2023,1
1,21,3,2023,1
1,21,3,2023,1
1,33,4,2023,1
1,33,4,2023,1
1,33,4,2023,1
1,33,4,2023,1
1,33,4,2023,1
1,33,4,2023,1
1,33,4,2023,1
1,36,5,2023,1
1,36,5,2023,1
1,36,5,2023,1
1,36,5,2023,1
1,36,5,2023,1
1,36,5,2023,1
1,36,5,2023,1
1,41,6,2023,1
1,41,6,2023,1
1,41,6,2023,1
1,41,6,2023,1
1,41,6,2023,1
1,41,6,2023,1
1,41,6,2023,1
1,35,7,2023,1
1,35,7,2023,1
1,35,7,2023,1
1,35,7,2023,1
1,35,7,2023,1
1,35,7,2023,1
1,35,7,2023,1
1,45,8,2023,1
1,45,8,2023,1
1,45,8,2023,1
1,45,8,2023,1
1,45,8,2023,1
1,45,8,2023,1
1,45,8,2023,1
1,39,9,2023,1
1,39,9,2023,1
1,39,9,2023,1
1,39,9,2023,1
1,39,9,2023,1
1,39,9,2023,1
1,39,9,2023,1
1,50,10,2023,1
1,50,10,2023,1
1,50,10,2023,1
1,50,10,2023,1
1,50,10,2023,1
1,50,10,2023,1
1,50,10,2023,1
1,54,11,2023,1
1,54,11,2023,1
1,54,11,2023,1
1,54,11,2023,1
1,54,11,2023,1
1,54,11,2023,1
1,54,11,2023,1
1,47,12,2023,1
1,47,12,2023,1
1,47,12,2023,1
1,47,12,2023,1
1,47,12,2023,1
1,47,12,2023,1
1,47,12,2023,1
1,26,1,2023,2
1,31,2,2023,2
1,12,3,2023,2
1,21,4,2023,2
1,20,5,2023,2
1,25,6,2023,2
1,21,7,2023,2
1,28,8,2023,2
1,19,9,2023,2
1,28,10,2023,2
1,35,11,2023,2
1,30,12,2023,2
1,0,1,2023,3
1,1,2,2023,3
1,0,3,2023,3
1,3,4,2023,3
1,5,5,2023,3
1,1,6,2023,3
1,0,7,2023,3
1,1,8,2023,3
1,2,9,2023,3
1,1,10,2023,3
1,1,11,2023,3
1,0,12,2023,3
1,1,1,2023,4
1,4,2,2023,4
1,4,3,2023,4
1,0,4,2023,4
1,1,5,2023,4
1,4,6,2023,4
1,5,7,2023,4
1,5,8,2023,4
1,5,9,2023,4
1,5,10,2023,4
1,3,11,2023,4
1,1,12,2023,4
1,0,1,2023,5
1,0,2,2023,5
1,0,3,2023,5
1,0,4,2023,5
1,0,5,2023,5
1,0,6,2023,5
1,0,7,2023,5
1,0,8,2023,5
1,0,9,2023,5
1,0,10,2023,5
1,0,11,2023,5
1,0,12,2023,5
1,7,1,2023,6
1,10,2,2023,6
1,4,3,2023,6
1,9,4,2023,6
1,9,5,2023,6
1,10,6,2023,6
1,9,7,2023,6
1,9,8,2023,6
1,12,9,2023,6
1,12,10,2023,6
1,13,11,2023,6
1,15,12,2023,6
2,68,1,2023,0
2,68,1,2023,0
2,76,2,2023,0
2,76,2,2023,0
2,87,3,2023,0
2,87,3,2023,0
2,93,4,2023,0
2,93,4,2023,0
2,116,5,2023,0
2,116,5,2023,0
2,68,6,2023,0
2,68,6,2023,0
2,74,7,2023,0
2,74,7,2023,0
2,77,8,2023,0
2,77,8,2023,0
2,96,9,2023,0
2,96,9,2023,0
2,124,10,2023,0
2,124,10,2023,0
2,80,11,2023,0
2,80,11,2023,0
2,73,12,2023,0
2,73,12,2023,0
2,195,1,2023,1
2,195,1,2023,1
2,195,1,2023,1
2,195,1,2023,1
2,195,1,2023,1
2,195,1,2023,1
2,195,1,2023,1
2,182,2,2023,1
2,182,2,2023,1
2,182,2,2023,1
2,182,2,2023,1
2,182,2,2023,1
2,182,2,2023,1
2,182,2,2023,1
2,271,3,2023,1
2,271,3,2023,1
2,271,3,2023,1
2,271,3,2023,1
2,271,3,2023,1
2,271,3,2023,1
2,271,3,2023,1
2,274,4,2023,1
2,274,4,2023,1
2,274,4,2023,1
2,274,4,2023,1
2,274,4,2023,1
2,274,4,2023,1
2,274,4,2023,1
2,273,5,2023,1
2,273,5,2023,1
2,273,5,2023,1
2,273,5,2023,1
2,273,5,2023,1
2,273,5,2023,1
2,273,5,2023,1
2,191,6,2023,1
2,191,6,2023,1
2,191,6,2023,1
2,191,6,2023,1
2,191,6,2023,1
2,191,6,2023,1
2,191,6,2023,1
2,190,7,2023,1
2,190,7,2023,1
2,190,7,2023,1
2,190,7,2023,1
2,190,7,2023,1
2,190,7,2023,1
2,190,7,2023,1
2,212,8,2023,1
2,212,8,2023,1
2,212,8,2023,1
2,212,8,2023,1
2,212,8,2023,1
2,212,8,2023,1
2,212,8,2023,1
2,223,9,2023,1
2,223,9,2023,1
2,223,9,2023,1
2,223,9,2023,1
2,223,9,2023,1
2,223,9,2023,1
2,223,9,2023,1
2,276,10,2023,1
2,276,10,2023,1
2,276,10,2023,1
2,276,10,2023,1
2,276,10,2023,1
2,276,10,2023,1
2,276,10,2023,1
2,223,11,2023,1
2,223,11,2023,1
2,223,11,2023,1
2,223,11,2023,1
2,223,11,2023,1
2,223,11,2023,1
2,223,11,2023,1
2,212,12,2023,1
2,212,12,2023,1
2,212,12,2023,1
2,212,12,2023,1
2,212,12,2023,1
2,212,12,2023,1
2,212,12,2023,1
2,114,1,2023,2
2,86,2,2023,2
2,152,3,2023,2
2,152,4,2023,2
2,138,5,2023,2
2,108,6,2023,2
2,97,7,2023,2
2,116,8,2023,2
2,103,9,2023,2
2,137,10,2023,2
2,125,11,2023,2
2,124,12,2023,2
2,5,1,2023,3
2,0,2,2023,3
2,6,3,2023,3
2,5,4,2023,3
2,9,5,2023,3
2,4,6,2023,3
2,6,7,2023,3
2,4,8,2023,3
2,9,9,2023,3
2,7,10,2023,3
2,6,11,2023,3
2,2,12,2023,3
2,5,1,2023,4
2,15,2,2023,4
2,26,3,2023,4
2,21,4,2023,4
2,10,5,2023,4
2,10,6,2023,4
2,11,7,2023,4
2,15,8,2023,4
2,15,9,2023,4
2,7,10,2023,4
2,12,11,2023,4
2,13,12,2023,4
2,3,1,2023,5
2,5,2,2023,5
2,0,3,2023,5
2,3,4,2023,5
2,0,5,2023,5
2,1,6,2023,5
2,2,7,2023,5
2,0,8,2023,5
2,0,9,2023,5
2,1,10,2023,5
2,0,11,2023,5
2,0,12,2023,5
2,62,1,2023,6
2,71,2,2023,6
2,84,3,2023,6
2,91,4,2023,6
2,102,5,2023,6
2,63,6,2023,6
2,61,7,2023,6
2,70,8,2023,6
2,84,9,2023,6
2,111,10,2023,6
2,77,11,2023,6
2,68,12,2023,6
3,72,1,2023,0
3,72,1,2023,0
3,74,2,2023,0
3,74,2,2023,0
3,118,3,2023,0
3,118,3,2023,0
3,91,4,2023,0
3,91,4,2023,0
3,101,5,2023,0
3,101,5,2023,0
3,86,6,2023,0
3,86,6,2023,0
3,83,7,2023,0
3,83,7,2023,0
3,76,8,2023,0
3,76,8,2023,0
3,86,9,2023,0
3,86,9,2023,0
3,94,10,2023,0
3,94,10,2023,0
3,92,11,2023,0
3,92,11,2023,0
3,108,12,2023,0
3,108,12,2023,0
3,212,1,2023,1
3,212,1,2023,1
3,212,1,2023,1
3,212,1,2023,1
3,212,1,2023,1
3,212,1,2023,1
3,212,1,2023,1
3,189,2,2023,1
3,189,2,2023,1
3,189,2,2023,1
3,189,2,2023,1
3,189,2,2023,1
3,189,2,2023,1
3,189,2,2023,1
3,303,3,2023,1
3,303,3,2023,1
3,303,3,2023,1
3,303,3,2023,1
3,303,3,2023,1
3,303,3,2023,1
3,303,3,2023,1
3,254,4,2023,1
3,254,4,2023,1
3,254,4,2023,1
3,254,4,2023,1
3,254,4,2023,1
3,254,4,2023,1
3,254,4,2023,1
3,307,5,2023,1
3,307,5,2023,1
3,307,5,2023,1
3,307,5,2023,1
3,307,5,2023,1
3,307,5,2023,1
3,307,5,2023,1
3,255,6,2023,1
3,255,6,2023,1
3,255,6,2023,1
3,255,6,2023,1
3,255,6,2023,1
3,255,6,2023,1
3,255,6,2023,1
3,211,7,2023,1
3,211,7,2023,1
3,211,7,2023,1
3,211,7,2023,1
3,211,7,2023,1
3,211,7,2023,1
3,211,7,2023,1
3,222,8,2023,1
3,222,8,2023,1
3,222,8,2023,1
3,222,8,2023,1
3,222,8,2023,1
3,222,8,2023,1
3,222,8,2023,1
3,250,9,2023,1
3,250,9,2023,1
3,250,9,2023,1
3,250,9,2023,1
3,250,9,2023,1
3,250,9,2023,1
3,250,9,2023,1
3,260,10,2023,1
3,260,10,2023,1
3,260,10,2023,1
3,260,10,2023,1
3,260,10,2023,1
3,260,10,2023,1
3,260,10,2023,1
3,214,11,2023,1
3,214,11,2023,1
3,214,11,2023,1
3,214,11,2023,1
3,214,11,2023,1
3,214,11,2023,1
3,214,11,2023,1
3,265,12,2023,1
3,265,12,2023,1
3,265,12,2023,1
3,265,12,2023,1
3,265,12,2023,1
3,265,12,2023,1
3,265,12,2023,1
3,116,1,2023,2
3,99,2,2023,2
3,148,3,2023,2
3,143,4,2023,2
3,178,5,2023,2
3,146,6,2023,2
3,107,7,2023,2
3,131,8,2023,2
3,136,9,2023,2
3,148,10,2023,2
3,102,11,2023,2
3,143,12,2023,2
3,10,1,2023,3
3,5,2,2023,3
3,13,3,2023,3
3,4,4,2023,3
3,7,5,2023,3
3,6,6,2023,3
3,6,7,2023,3
3,4,8,2023,3
3,10,9,2023,3
3,1,10,2023,3
3,6,11,2023,3
3,5,12,2023,3
3,10,1,2023,4
3,8,2,2023,4
3,22,3,2023,4
3,14,4,2023,4
3,17,5,2023,4
3,15,6,2023,4
3,14,7,2023,4
3,11,8,2023,4
3,17,9,2023,4
3,17,10,2023,4
3,11,11,2023,4
3,7,12,2023,4
3,4,1,2023,5
3,3,2,2023,5
3,2,3,2023,5
3,2,4,2023,5
3,4,5,2023,5
3,2,6,2023,5
3,1,7,2023,5
3,0,8,2023,5
3,1,9,2023,5
3,0,10,2023,5
3,3,11,2023,5
3,2,12,2023,5
3,69,1,2023,6
3,70,2,2023,6
3,110,3,2023,6
3,86,4,2023,6
3,97,5,2023,6
3,82,6,2023,6
3,73,7,2023,6
3,72,8,2023,6
3,82,9,2023,6
3,91,10,2023,6
3,87,11,2023,6
3,104,12,2023,6
4,51,1,2023,0
4,51,1,2023,0
4,57,2,2023,0
4,57,2,2023,0
4,64,3,2023,0
4,64,3,2023,0
4,55,4,2023,0
4,55,4,2023,0
4,78,5,2023,0
4,78,5,2023,0
4,56,6,2023,0
4,56,6,2023,0
4,45,7,2023,0
4,45,7,2023,0
4,54,8,2023,0
4,54,8,2023,0
4,52,9,2023,0
4,52,9,2023,0
4,65,10,2023,0
4,65,10,2023,0
4,46,11,2023,0
4,46,11,2023,0
4,56,12,2023,0
4,56,12,2023,0
4,168,1,2023,1
4,168,1,2023,1
4,168,1,2023,1
4,168,1,2023,1
4,168,1,2023,1
4,168,1,2023,1
4,168,1,2023,1
4,148,2,2023,1
4,148,2,2023,1
4,148,2,2023,1
4,148,2,2023,1
4,148,2,2023,1
4,148,2,2023,1
4,148,2,2023,1
4,181,3,2023,1
4,181,3,2023,1
4,181,3,2023,1
4,181,3,2023,1
4,181,3,2023,1
4,181,3,2023,1
4,181,3,2023,1
4,161,4,2023,1
4,161,4,2023,1
4,161,4,2023,1
4,161,4,2023,1
4,161,4,2023,1
4,161,4,2023,1
4,161,4,2023,1
4,229,5,2023,1
4,229,5,2023,1
4,229,5,2023,1
4,229,5,2023,1
4,229,5,2023,1
4,229,5,2023,1
4,229,5,2023,1
4,167,6,2023,1
4,167,6,2023,1
4,167,6,2023,1
4,167,6,2023,1
4,167,6,2023,1
4,167,6,2023,1
4,167,6,2023,1
4,141,7,2023,1
4,141,7,2023,1
4,141,7,2023,1
4,141,7,2023,1
4,141,7,2023,1
4,141,7,2023,1
4,141,7,2023,1
4,149,8,2023,1
4,149,8,2023,1
4,149,8,2023,1
4,149,8,2023,1
4,149,8,2023,1
4,149,8,2023,1
4,149,8,2023,1
4,171,9,2023,1
4,171,9,2023,1
4,171,9,2023,1
4,171,9,2023,1
4,171,9,2023,1
4,171,9,2023,1
4,171,9,2023,1
4,204,10,2023,1
4,204,10,2023,1
4,204,10,2023,1
4,204,10,2023,1
4,204,10,2023,1
4,204,10,2023,1
4,204,10,2023,1
4,188,11,2023,1
4,188,11,2023,1
4,188,11,2023,1
4,188,11,2023,1
4,188,11,2023,1
4,188,11,2023,1
4,188,11,2023,1
4,174,12,2023,1
4,174,12,2023,1
4,174,12,2023,1
4,174,12,2023,1
4,174,12,2023,1
4,174,12,2023,1
4,174,12,2023,1
4,97,1,2023,2
4,76,2,2023,2
4,96,3,2023,2
4,92,4,2023,2
4,128,5,2023,2
4,97,6,2023,2
4,85,7,2023,2
4,85,8,2023,2
4,99,9,2023,2
4,117,10,2023,2
4,129,11,2023,2
4,104,12,2023,2
4,4,1,2023,3
4,7,2,2023,3
4,4,3,2023,3
4,5,4,2023,3
4,7,5,2023,3
4,8,6,2023,3
4,1,7,2023,3
4,3,8,2023,3
4,9,9,2023,3
4,9,10,2023,3
4,2,11,2023,3
4,3,12,2023,3
4,13,1,2023,4
4,8,2,2023,4
4,16,3,2023,4
4,9,4,2023,4
4,15,5,2023,4
4,6,6,2023,4
4,9,7,2023,4
4,6,8,2023,4
4,11,9,2023,4
4,12,10,2023,4
4,10,11,2023,4
4,10,12,2023,4
4,3,1,2023,5
4,0,2,2023,5
4,1,3,2023,5
4,0,4,2023,5
4,1,5,2023,5
4,0,6,2023,5
4,1,7,2023,5
4,1,8,2023,5
4,0,9,2023,5
4,1,10,2023,5
4,1,11,2023,5
4,1,12,2023,5
4,42,1,2023,6
4,54,2,2023,6
4,58,3,2023,6
4,50,4,2023,6
4,74,5,2023,6
4,50,6,2023,6
4,42,7,2023,6
4,50,8,2023,6
4,50,9,2023,6
4,64,10,2023,6
4,43,11,2023,6
4,54,12,2023,6
5,3,1,2023,0
5,3,1,2023,0
5,8,2,2023,0
5,8,2,2023,0
5,6,3,2023,0
5,6,3,2023,0
5,8,4,2023,0
5,8,4,2023,0
5,8,5,2023,0
5,8,5,2023,0
5,7,6,2023,0
5,7,6,2023,0
5,5,7,2023,0
5,5,7,2023,0
5,9,8,2023,0
5,9,8,2023,0
5,10,9,2023,0
5,10,9,2023,0
5,11,10,2023,0
5,11,10,2023,0
5,7,11,2023,0
5,7,11,2023,0
5,9,12,2023,0
5,9,12,2023,0
5,20,1,2023,1
5,20,1,2023,1
5,20,1,2023,1
5,20,1,2023,1
5,20,1,2023,1
5,20,1,2023,1
5,20,1,2023,1
5,31,2,2023,1
5,31,2,2023,1
5,31,2,2023,1
5,31,2,2023,1
5,31,2,2023,1
5,31,2,2023,1
5,31,2,2023,1
5,23,3,2023,1
5,23,3,2023,1
5,23,3,2023,1
5,23,3,2023,1
5,23,3,2023,1
5,23,3,2023,1
5,23,3,2023,1
5,31,4,2023,1
5,31,4,2023,1
5,31,4,2023,1
5,31,4,2023,1
5,31,4,2023,1
5,31,4,2023,1
5,31,4,2023,1
5,29,5,2023,1
5,29,5,2023,1
5,29,5,2023,1
5,29,5,2023,1
5,29,5,2023,1
5,29,5,2023,1
5,29,5,2023,1
5,33,6,2023,1
5,33,6,2023,1
5,33,6,2023,1
5,33,6,2023,1
5,33,6,2023,1
5,33,6,2023,1
5,33,6,2023,1
5,16,7,2023,1
5,16,7,2023,1
5,16,7,2023,1
5,16,7,2023,1
5,16,7,2023,1
5,16,7,2023,1
5,16,7,2023,1
5,29,8,2023,1
5,29,8,2023,1
5,29,8,2023,1
5,29,8,2023,1
5,29,8,2023,1
5,29,8,2023,1
5,29,8,2023,1
5,33,9,2023,1
5,33,9,2023,1
5,33,9,2023,1
5,33,9,2023,1
5,33,9,2023,1
5,33,9,2023,1
5,33,9,2023,1
5,29,10,2023,1
5,29,10,2023,1
5,29,10,2023,1
5,29,10,2023,1
5,29,10,2023,1
5,29,10,2023,1
5,29,10,2023,1
5,27,11,2023,1
5,27,11,2023,1
5,27,11,2023,1
5,27,11,2023,1
5,27,11,2023,1
5,27,11,2023,1
5,27,11,2023,1
5,33,12,2023,1
5,33,12,2023,1
5,33,12,2023,1
5,33,12,2023,1
5,33,12,2023,1
5,33,12,2023,1
5,33,12,2023,1
5,15,1,2023,2
5,17,2,2023,2
5,13,3,2023,2
5,18,4,2023,2
5,16,5,2023,2
5,23,6,2023,2
5,10,7,2023,2
5,17,8,2023,2
5,21,9,2023,2
5,16,10,2023,2
5,18,11,2023,2
5,20,12,2023,2
5,0,1,2023,3
5,2,2,2023,3
5,0,3,2023,3
5,1,4,2023,3
5,3,5,2023,3
5,0,6,2023,3
5,1,7,2023,3
5,0,8,2023,3
5,1,9,2023,3
5,0,10,2023,3
5,0,11,2023,3
5,2,12,2023,3
5,2,1,2023,4
5,3,2,2023,4
5,4,3,2023,4
5,4,4,2023,4
5,2,5,2023,4
5,3,6,2023,4
5,0,7,2023,4
5,3,8,2023,4
5,1,9,2023,4
5,2,10,2023,4
5,2,11,2023,4
5,1,12,2023,4
5,0,1,2023,5
5,1,2,2023,5
5,0,3,2023,5
5,0,4,2023,5
5,0,5,2023,5
5,0,6,2023,5
5,0,7,2023,5
5,0,8,2023,5
5,0,9,2023,5
5,0,10,2023,5
5,0,11,2023,5
5,1,12,2023,5
5,3,1,2023,6
5,5,2,2023,6
5,5,3,2023,6
5,8,4,2023,6
5,8,5,2023,6
5,7,6,2023,6
5,5,7,2023,6
5,9,8,2023,6
5,10,9,2023,6
5,11,10,2023,6
5,7,11,2023,6
5,9,12,2023,6
6,11,1,2023,0
6,11,1,2023,0
6,23,2,2023,0
6,23,2,2023,0
6,15,3,2023,0
6,15,3,2023,0
6,8,4,2023,0
6,8,4,2023,0
6,19,5,2023,0
6,19,5,2023,0
6,19,6,2023,0
6,19,6,2023,0
6,6,7,2023,0
6,6,7,2023,0
6,16,8,2023,0
6,16,8,2023,0
6,13,9,2023,0
6,13,9,2023,0
6,21,10,2023,0
6,21,10,2023,0
6,21,11,2023,0
6,21,11,2023,0
6,18,12,2023,0
6,18,12,2023,0
6,32,1,2023,1
6,32,1,2023,1
6,32,1,2023,1
6,32,1,2023,1
6,32,1,2023,1
6,32,1,2023,1
6,32,1,2023,1
6,63,2,2023,1
6,63,2,2023,1
6,63,2,2023,1
6,63,2,2023,1
6,63,2,2023,1
6,63,2,2023,1
6,63,2,2023,1
6,65,3,2023,1
6,65,3,2023,1
6,65,3,2023,1
6,65,3,2023,1
6,65,3,2023,1
6,65,3,2023,1
6,65,3,2023,1
6,56,4,2023,1
6,56,4,2023,1
6,56,4,2023,1
6,56,4,2023,1
6,56,4,2023,1
6,56,4,2023,1
6,56,4,2023,1
6,63,5,2023,1
6,63,5,2023,1
6,63,5,2023,1
6,63,5,2023,1
6,63,5,2023,1
6,63,5,2023,1
6,63,5,2023,1
6,81,6,2023,1
6,81,6,2023,1
6,81,6,2023,1
6,81,6,2023,1
6,81,6,2023,1
6,81,6,2023,1
6,81,6,2023,1
6,45,7,2023,1
6,45,7,2023,1
6,45,7,2023,1
6,45,7,2023,1
6,45,7,2023,1
6,45,7,2023,1
6,45,7,2023,1
6,46,8,2023,1
6,46,8,2023,1
6,46,8,2023,1
6,46,8,2023,1
6,46,8,2023,1
6,46,8,2023,1
6,46,8,2023,1
6,57,9,2023,1
6,57,9,2023,1
6,57,9,2023,1
6,57,9,2023,1
6,57,9,2023,1
6,57,9,2023,1
6,57,9,2023,1
6,57,10,2023,1
6,57,10,2023,1
6,57,10,2023,1
6,57,10,2023,1
6,57,10,2023,1
6,57,10,2023,1
6,57,10,2023,1
6,65,11,2023,1
6,65,11,2023,1
6,65,11,2023,1
6,65,11,2023,1
6,65,11,2023,1
6,65,11,2023,1
6,65,11,2023,1
6,79,12,2023,1
6,79,12,2023,1
6,79,12,2023,1
6,79,12,2023,1
6,79,12,2023,1
6,79,12,2023,1
6,79,12,2023,1
6,20,1,2023,2
6,35,2,2023,2
6,34,3,2023,2
6,36,4,2023,2
6,39,5,2023,2
6,47,6,2023,2
6,27,7,2023,2
6,25,8,2023,2
6,39,9,2023,2
6,33,10,2023,2
6,32,11,2023,2
6,41,12,2023,2
6,1,1,2023,3
6,1,2,2023,3
6,6,3,2023,3
6,5,4,2023,3
6,0,5,2023,3
6,5,6,2023,3
6,3,7,2023,3
6,2,8,2023,3
6,3,9,2023,3
6,2,10,2023,3
6,5,11,2023,3
6,5,12,2023,3
6,0,1,2023,4
6,2,2,2023,4
6,10,3,2023,4
6,7,4,2023,4
6,5,5,2023,4
6,10,6,2023,4
6,9,7,2023,4
6,2,8,2023,4
6,2,9,2023,4
6,1,10,2023,4
6,6,11,2023,4
6,14,12,2023,4
6,0,1,2023,5
6,2,2,2023,5
6,0,3,2023,5
6,0,4,2023,5
6,0,5,2023,5
6,0,6,2023,5
6,0,7,2023,5
6,1,8,2023,5
6,0,9,2023,5
6,0,10,2023,5
6,1,11,2023,5
